227' - 18/10 | 03:50:25 | -8.61965 | -36.61336|
228' - 18/10 | 03:51:26 | -8.61970 | -36.61341|
229' - 18/10 | 03:52:27 | -8.61970 | -36.61337|
230' - 18/10 | 03:53:28 | -8.61966 | -36.61333|
231' - 18/10 | 03:54:29 | -8.61967 | -36.61327|
232' - 18/10 | 03:55:30 | -8.61951 | -36.61336|
233' - 18/10 | 03:56:31 | -8.61967 | -36.61330|
234' - 18/10 | 03:57:32 | -8.61972 | -36.61333|
235' - 18/10 | 03:58:33 | -8.61986 | -36.61271|
236' - 18/10 | 03:59:34 | -8.61973 | -36.61321|
237' - 18/10 | 04:0:38 | -8.61966 | -36.61341|
238' - 18/10 | 04:1:39 | -8.61951 | -36.61319|
239' - 18/10 | 04:2:40 | -8.61989 | -36.61318|
240' - 18/10 | 04:3:41 | -8.61985 | -36.61317|
241' - 18/10 | 04:4:42 | -8.61965 | -36.61320|
242' - 18/10 | 04:5:45 | -8.61983 | -36.61325|
243' - 18/10 | 04:6:46 | -8.61976 | -36.61328|
244' - 18/10 | 04:7:47 | -8.61982 | -36.61336|
245' - 18/10 | 04:8:53 | -8.61979 | -36.61329|
246' - 18/10 | 04:9:54 | -8.61979 | -36.61331|
247' - 18/10 | 04:10:57 | -8.61980 | -36.61333|
248' - 18/10 | 04:11:58 | -8.61975 | -36.61331|
249' - 18/10 | 04:12:59 | -8.61978 | -36.61315|
250' - 18/10 | 04:14:00 | -8.61959 | -36.61354|
251' - 18/10 | 04:15:01 | -8.61967 | -36.61327|
252' - 18/10 | 04:16:03 | -8.61972 | -36.61321|
253' - 18/10 | 04:17:04 | -8.61964 | -36.61323|
254' - 18/10 | 04:18:05 | -8.61964 | -36.61328|
255' - 18/10 | 04:19:06 | -8.61962 | -36.61322|
256' - 18/10 | 04:20:07 | -8.61959 | -36.61322|
257' - 18/10 | 04:21:08 | -8.61957 | -36.61333|
258' - 18/10 | 04:22:09 | -8.61958 | -36.61334|
259' - 18/10 | 04:23:10 | -8.61956 | -36.61337|
260' - 18/10 | 04:24:11 | -8.61952 | -36.61329|
261' - 18/10 | 04:25:12 | -8.61951 | -36.61332|
262' - 18/10 | 04:26:20 | -8.61959 | -36.61330|
263' - 18/10 | 04:27:30 | -8.61794 | -36.61482|
264' - 18/10 | 04:28:31 | -8.61956 | -36.61330|
265' - 18/10 | 04:29:52 | -8.61956 | -36.61321|
266' - 18/10 | 04:31:05 | -8.61956 | -36.61313|
267' - 18/10 | 04:32:06 | -8.61951 | -36.61332|
268' - 18/10 | 04:33:07 | -8.61948 | -36.61329|
269' - 18/10 | 04:34:13 | -8.61943 | -36.61338|
270' - 18/10 | 04:35:18 | -8.61935 | -36.61334|
271' - 18/10 | 04:36:41 | -8.61947 | -36.61335|
272' - 18/10 | 04:38:44 | -8.61868 | -36.61396|
273' - 18/10 | 04:40:40 | -8.61948 | -36.61308|
274' - 18/10 | 04:41:58 | -8.61971 | -36.61311|
275' - 18/10 | 04:46:03 | -8.61966 | -36.61339|
276' - 18/10 | 04:48:50 | -8.61957 | -36.61335|
277' - 18/10 | 04:49:54 | -8.61962 | -36.61329|
278' - 18/10 | 04:50:55 | -8.61954 | -36.61334|
279' - 18/10 | 04:52:00 | -8.61962 | -36.61316|
280' - 18/10 | 04:53:21 | -8.61964 | -36.61324|
281' - 18/10 | 04:57:48 | -8.61953 | -36.61353|
282' - 18/10 | 04:58:49 | -8.61953 | -36.61333|
283' - 18/10 | 04:59:50 | -8.61960 | -36.61329|
284' - 18/10 | 05:0:54 | -8.61865 | -36.61325|
285' - 18/10 | 05:1:55 | -8.61935 | -36.61338|
286' - 18/10 | 05:2:56 | -8.61942 | -36.61335|
287' - 18/10 | 05:3:58 | -8.61945 | -36.61340|
288' - 18/10 | 05:4:59 | -8.61950 | -36.61336|
289' - 18/10 | 05:6:08 | -8.61926 | -36.61363|
290' - 18/10 | 05:7:09 | -8.61953 | -36.61341|
